student_id,title,math,adv_math_elec,chem,phys,bio,ss,ee,elec_sci,cs,elec_hum,wl,as,en400
39127842,Trimester 1,1,0,1,0,0,0,1,0,0,0,1,1,0
39128361,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39131992,Trimester 1,1,0,0,1,0,0,0,0,1,0,1,1,0
39135356,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39138930,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39143712,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39143815,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39150118,Trimester 1,0,1,0,0,0,0,0,0,0,0,0,1,0
39151561,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39151605,Trimester 1,0,1,1,0,0,0,0,0,0,1,0,1,0
39151657,Trimester 1,0,1,0,0,2,0,0,0,0,0,1,1,0
39152392,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39152628,Trimester 1,0,1,0,0,1,0,0,0,0,0,0,1,0
39152836,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39153007,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39156246,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39160321,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39162225,Trimester 1,0,1,0,0,1,0,1,0,0,0,1,1,0
39166072,Trimester 1,0,1,0,1,0,0,0,1,0,0,0,1,0
39167768,Trimester 1,0,1,0,0,0,0,0,0,1,1,1,1,0
39169372,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39169875,Trimester 1,0,1,0,0,0,0,0,0,1,0,1,1,0
39170570,Trimester 1,0,1,1,0,0,0,1,0,0,0,0,1,0
39170649,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39170977,Trimester 1,1,0,0,0,1,0,0,0,1,0,1,1,0
39171760,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39175541,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39176807,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39177601,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39180570,Trimester 1,0,1,1,0,0,0,0,0,1,0,1,1,0
39184225,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39184425,Trimester 1,0,0,0,0,1,0,0,0,0,0,1,1,0
39185744,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39186928,Trimester 1,1,0,1,0,0,0,0,0,1,0,1,1,0
39187522,Trimester 1,1,0,0,1,0,0,0,0,1,0,1,1,0
39188529,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39189251,Trimester 1,1,0,0,0,0,0,1,0,0,0,1,1,0
39189351,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39193306,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39198283,Trimester 1,0,1,0,1,0,0,1,0,0,0,1,1,0
39199431,Trimester 1,1,0,1,0,0,0,1,0,0,1,1,1,0
39200456,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39200490,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39200682,Trimester 1,1,0,1,0,0,0,1,0,0,0,1,1,0
39200889,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39201589,Trimester 1,0,1,1,0,0,0,1,0,0,0,1,1,0
39201608,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39201731,Trimester 1,0,1,1,0,0,0,1,0,0,0,1,1,0
39202116,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39202274,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39202628,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39202791,Trimester 1,1,0,0,1,0,0,0,0,0,0,0,1,0
39202901,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39202986,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39204631,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39207029,Trimester 1,1,0,1,0,0,0,1,0,0,0,1,1,0
39207589,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39210116,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39210878,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39210933,Trimester 1,0,1,0,0,1,0,0,0,1,0,0,1,0
39211666,Trimester 1,0,1,0,0,1,0,1,0,0,0,0,1,0
39216209,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39218045,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39218706,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39227121,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39227611,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39230589,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39234563,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39235468,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39238002,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39241985,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39244323,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39248783,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39249260,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39319722,Trimester 1,0,1,0,0,0,0,0,0,0,1,1,1,0
39365372,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39427979,Trimester 1,0,1,1,0,0,0,1,0,0,0,1,1,0
39898230,Trimester 1,0,1,0,0,0,0,0,1,0,0,1,1,0
39898708,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39898720,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39898813,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39898818,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39898826,Trimester 1,0,1,0,0,0,0,0,0,1,0,1,1,0
39898830,Trimester 1,0,1,0,0,0,0,0,0,1,0,1,1,0
39898843,Trimester 1,1,0,1,0,0,0,0,0,1,1,1,1,0
39898857,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39898873,Trimester 1,0,1,0,1,0,0,0,0,0,0,0,1,0
39898883,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39898927,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39898936,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39898939,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39898951,Trimester 1,0,1,1,0,0,0,1,0,0,0,1,1,0
39898978,Trimester 1,1,0,0,1,0,0,0,0,0,0,0,1,0
39898993,Trimester 1,0,1,0,0,1,0,0,0,0,0,0,1,0
39898995,Trimester 1,0,2,1,0,0,0,0,0,0,0,1,1,0
39899004,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39899007,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39899009,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899039,Trimester 1,1,0,1,0,1,0,0,0,0,1,0,1,0
39899050,Trimester 1,0,1,0,0,0,1,0,0,0,0,0,1,0
39899072,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899076,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899090,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39899096,Trimester 1,1,0,0,1,0,0,1,0,0,0,1,1,0
39899104,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39899108,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39899124,Trimester 1,0,1,0,0,0,0,0,0,1,0,1,1,0
39899131,Trimester 1,0,1,0,1,0,0,0,0,0,0,1,1,0
39899132,Trimester 1,1,0,1,0,0,0,1,0,0,0,1,1,0
39899137,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39899143,Trimester 1,1,1,1,0,0,0,0,0,0,0,1,1,0
39899156,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39899184,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899223,Trimester 1,1,0,0,0,0,0,0,1,0,0,1,1,0
39899238,Trimester 1,1,0,0,0,1,0,0,0,1,0,1,1,0
39899239,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899247,Trimester 1,1,0,0,1,0,0,1,0,0,0,1,1,0
39899285,Trimester 1,0,1,1,0,0,0,0,0,0,1,1,1,0
39899338,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899362,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39899410,Trimester 1,1,0,0,0,1,0,1,0,0,0,1,1,0
39899425,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899430,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899457,Trimester 1,0,2,0,0,0,0,0,0,0,0,0,1,0
39899486,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39899504,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39899543,Trimester 1,1,0,1,0,0,0,1,0,0,0,1,1,0
39899553,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39899555,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899601,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39899663,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39899717,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39899741,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39899750,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39899785,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39899791,Trimester 1,0,1,1,0,0,0,0,0,1,0,1,1,0
39899841,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39899877,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39899890,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39899897,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39899908,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39899924,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39899928,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39899991,Trimester 1,0,1,1,0,0,0,0,0,1,0,1,1,0
39900002,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39900048,Trimester 1,0,1,1,1,0,0,0,0,0,0,1,1,0
39900055,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39900066,Trimester 1,0,1,1,0,0,0,0,0,1,0,1,1,0
39900088,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39900089,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39900112,Trimester 1,0,1,0,1,0,0,0,0,0,0,1,1,0
39900135,Trimester 1,0,1,1,0,1,1,0,0,0,1,0,1,0
39900187,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39900193,Trimester 1,0,1,1,0,2,0,0,0,0,0,0,1,0
39900361,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39900400,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39900411,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39900451,Trimester 1,1,0,0,1,0,0,1,0,0,0,0,1,0
39900457,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39900494,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39900501,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39900503,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39900529,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39900610,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39900682,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39900931,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39900935,Trimester 1,1,0,0,0,0,0,0,0,1,0,0,1,0
39900997,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39901023,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39901223,Trimester 1,0,1,0,0,1,0,0,0,0,1,1,1,0
39901348,Trimester 1,0,1,1,0,0,0,0,0,0,1,1,1,0
39901772,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39902030,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39902100,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39902292,Trimester 1,0,1,1,0,1,0,0,0,0,1,1,1,0
39902398,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39902513,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39902620,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39902823,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39903016,Trimester 1,0,1,0,0,0,0,0,3,0,0,0,1,0
39903175,Trimester 1,1,0,0,1,0,0,0,0,0,1,1,1,0
39903198,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39903258,Trimester 1,1,0,0,0,1,0,1,0,0,0,1,1,0
39903273,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39903275,Trimester 1,0,1,0,1,0,0,0,0,1,0,1,1,0
39903371,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39903390,Trimester 1,1,0,1,1,0,0,0,0,0,0,1,1,0
39903447,Trimester 1,1,0,1,0,0,0,1,0,0,0,1,1,0
39903460,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39903469,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39903471,Trimester 1,0,1,1,0,1,0,0,0,0,1,1,1,0
39903481,Trimester 1,0,1,1,0,0,0,0,0,1,0,1,1,0
39903485,Trimester 1,1,0,0,1,0,0,1,0,0,0,1,1,0
39903589,Trimester 1,0,1,0,1,1,0,0,0,0,0,1,1,0
39903634,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39903769,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39903841,Trimester 1,0,1,1,1,0,0,0,0,0,0,0,1,0
39903842,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39903911,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39904691,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39904766,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39904925,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39905659,Trimester 1,1,0,0,0,1,0,0,0,0,0,0,1,0
39906183,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39906307,Trimester 1,0,1,0,1,0,0,0,0,0,0,1,1,0
39906360,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39906437,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39906537,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39906553,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39906800,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39906818,Trimester 1,0,1,0,0,1,0,0,0,1,0,1,1,0
39908647,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39909042,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39909475,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39909653,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39909752,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39909802,Trimester 1,0,1,0,0,0,0,0,0,1,0,0,1,0
39910248,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39911237,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39911385,Trimester 1,1,0,0,0,0,0,0,0,0,0,1,1,0
39911514,Trimester 1,0,1,0,0,0,0,0,0,1,0,1,1,0
39911553,Trimester 1,0,2,1,0,0,0,0,0,0,0,1,1,0
39912039,Trimester 1,1,0,0,1,0,0,1,0,0,0,1,1,0
39912354,Trimester 1,1,0,0,0,0,0,0,0,0,0,1,1,0
39912594,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39913309,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39913408,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39913421,Trimester 1,0,1,0,0,1,0,0,0,1,0,1,1,0
39913518,Trimester 1,0,1,1,0,0,0,0,0,0,0,0,1,0
39913604,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39913675,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39914135,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39914180,Trimester 1,0,1,0,0,1,0,0,0,1,0,1,1,0
39914755,Trimester 1,1,0,0,0,0,0,0,0,0,0,1,1,0
39914913,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39915048,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39915073,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39915254,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39915321,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39915721,Trimester 1,1,0,0,0,0,0,1,0,0,0,1,1,0
39915727,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39916191,Trimester 1,0,1,0,0,0,0,1,0,0,0,1,1,0
39916292,Trimester 1,1,0,0,0,0,0,0,0,1,0,1,1,0
39916561,Trimester 1,1,0,1,0,0,0,0,0,1,0,1,1,0
39917066,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39917191,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39919245,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39919332,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39919458,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39919531,Trimester 1,0,1,0,1,0,0,0,0,0,0,1,1,0
39920684,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39921224,Trimester 1,0,1,0,1,0,0,0,0,0,0,1,1,0
39922517,Trimester 1,0,1,1,0,0,0,0,0,0,1,1,1,0
39922535,Trimester 1,0,1,0,0,0,0,0,0,0,0,0,1,0
39922642,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39923061,Trimester 1,0,1,1,0,0,0,0,0,1,0,1,1,0
39924036,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39928644,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39930798,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39931660,Trimester 1,1,0,1,1,0,0,0,0,0,0,1,1,0
39932758,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39933588,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39933756,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39933763,Trimester 1,0,1,1,0,0,0,0,0,0,0,0,1,0
39934004,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39934040,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39934225,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39935221,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39936212,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39936879,Trimester 1,0,1,0,0,1,0,0,0,1,0,1,1,0
39937001,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39937044,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39937460,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39937890,Trimester 1,1,0,1,0,0,0,1,0,0,0,1,1,0
39938055,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39938760,Trimester 1,0,1,1,0,1,1,0,0,0,1,0,1,0
39938874,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39938876,Trimester 1,0,1,0,0,1,0,0,1,0,0,1,1,0
39938898,Trimester 1,0,1,1,0,0,0,0,0,0,0,1,1,0
39944426,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39944619,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39945131,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39945162,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39945962,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39946396,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39950594,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39950605,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39950980,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39951282,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39951874,Trimester 1,1,0,1,0,1,0,0,0,0,0,1,1,0
39952922,Trimester 1,0,1,0,0,0,0,0,0,0,0,1,1,0
39953401,Trimester 1,1,0,0,0,1,1,0,0,0,0,1,1,0
39953458,Trimester 1,0,1,0,0,1,1,0,0,0,0,1,1,0
39953462,Trimester 1,0,1,1,0,0,1,0,0,0,0,1,1,0
39953759,Trimester 1,0,1,1,0,1,0,0,0,0,0,1,1,0
39954230,Trimester 1,0,1,0,0,0,0,0,1,0,0,1,1,0
39954412,Trimester 1,1,0,0,0,1,0,0,0,0,0,1,1,0
39955546,Trimester 1,0,1,0,0,1,0,0,0,0,0,1,1,0
39958952,Trimester 1,0,1,1,0,1,0,1,0,0,1,0,1,0
39959498,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
39961128,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39961574,Trimester 1,1,0,0,1,0,0,0,0,0,0,1,1,0
39973132,Trimester 1,0,1,1,0,0,0,0,0,1,0,1,1,0
39981622,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39982408,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39988997,Trimester 1,1,0,0,0,1,0,0,0,0,0,0,1,0
39990970,Trimester 1,1,1,0,0,0,0,0,0,0,0,1,1,0
39991630,Trimester 1,0,1,1,1,0,0,0,0,0,0,1,1,0
39997533,Trimester 1,1,0,1,0,0,0,0,0,0,0,1,1,0
39998992,Trimester 1,1,0,0,1,1,0,0,0,0,0,1,1,0
12700054,Trimester 2,0,1,0,0,0,0,1,0,0,0,1,1,0
38125885,Trimester 2,0,1,0,0,0,0,0,0,0,0,1,0,1
38126131,Trimester 2,0,0,0,1,0,0,0,0,0,1,1,0,3
38126476,Trimester 2,0,2,0,0,0,0,1,1,0,0,0,0,0
38126487,Trimester 2,0,1,1,0,0,0,1,1,1,0,1,0,0
38126499,Trimester 2,0,2,0,0,0,0,0,1,0,0,1,0,1
38126500,Trimester 2,0,1,1,0,0,0,0,0,0,0,1,0,0
38126514,Trimester 2,0,1,1,0,0,0,1,0,1,0,0,0,0
38126522,Trimester 2,1,2,0,0,0,0,0,0,0,0,1,0,0
38126537,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38126581,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38126584,Trimester 2,0,1,1,0,0,0,0,0,0,0,1,0,1
38126588,Trimester 2,0,1,0,0,0,0,0,1,1,1,0,0,0
38126602,Trimester 2,0,1,1,0,0,0,1,0,0,0,1,0,0
38126603,Trimester 2,0,1,0,1,0,0,0,0,1,0,1,0,0
38126658,Trimester 2,0,0,0,0,0,0,0,0,0,2,1,0,2
38126662,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38126693,Trimester 2,0,1,0,0,0,0,1,0,1,0,0,0,0
38126723,Trimester 2,0,1,0,0,0,0,1,1,0,0,1,0,0
38126730,Trimester 2,0,1,0,0,2,0,0,1,0,0,1,0,0
38126785,Trimester 2,1,1,0,0,0,0,0,0,0,0,0,0,1
38126786,Trimester 2,0,1,0,1,0,0,0,0,0,1,1,0,2
38126789,Trimester 2,0,1,0,0,0,0,0,0,0,1,1,0,1
38126798,Trimester 2,0,1,1,0,0,0,1,1,0,0,1,0,0
38126801,Trimester 2,0,1,1,0,0,0,0,0,0,0,1,0,1
38126827,Trimester 2,0,2,0,0,0,0,0,0,0,0,0,0,0
38126846,Trimester 2,0,1,1,0,0,0,0,0,0,0,1,0,1
38126848,Trimester 2,0,1,0,0,0,0,1,0,0,0,1,0,0
38126849,Trimester 2,0,1,0,0,0,0,0,1,0,0,0,0,1
38126851,Trimester 2,0,1,0,0,0,1,0,0,0,0,1,0,1
38126877,Trimester 2,0,1,0,1,0,0,0,0,0,0,1,0,0
38126927,Trimester 2,0,2,1,0,0,0,0,0,1,0,0,0,1
38126928,Trimester 2,0,1,0,0,0,0,1,0,0,0,1,0,1
38126945,Trimester 2,0,0,0,0,0,0,0,0,0,0,0,0,2
38126988,Trimester 2,0,1,0,0,0,0,0,1,0,0,1,0,1
38126994,Trimester 2,0,1,0,0,0,0,0,1,0,0,0,0,1
38127061,Trimester 2,0,2,1,0,0,0,0,0,0,0,1,0,1
38127100,Trimester 2,0,1,1,0,0,0,0,0,1,0,1,0,1
38127116,Trimester 2,0,1,1,0,0,1,0,0,0,1,0,0,1
38127125,Trimester 2,0,1,0,0,0,0,0,0,1,0,1,0,0
38127162,Trimester 2,0,1,0,0,0,0,0,0,1,0,1,0,0
38127221,Trimester 2,0,3,1,0,0,0,1,0,0,0,0,0,0
38127258,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38127281,Trimester 2,0,0,1,0,0,0,1,0,1,0,0,0,1
38127291,Trimester 2,0,1,0,0,0,1,0,0,0,0,0,0,1
38127293,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38127303,Trimester 2,0,1,0,1,0,1,0,0,0,0,0,0,0
38127324,Trimester 2,0,1,0,1,0,0,0,0,0,0,1,0,0
38127329,Trimester 2,0,1,0,1,0,1,0,0,0,0,0,0,0
38127352,Trimester 2,0,1,0,1,0,0,0,0,0,0,1,0,1
38127366,Trimester 2,1,0,0,0,0,0,0,1,0,0,1,0,1
38127370,Trimester 2,0,1,1,0,0,0,0,0,0,0,1,0,1
38127372,Trimester 2,0,1,1,0,0,1,0,0,0,0,1,0,0
38127385,Trimester 2,0,1,1,0,0,0,0,0,1,0,1,0,1
38127399,Trimester 2,0,1,0,0,0,0,0,1,0,0,0,0,1
38127429,Trimester 2,0,1,1,0,0,0,0,1,0,0,0,0,1
38127504,Trimester 2,0,1,1,0,0,0,0,0,0,0,0,0,1
38127540,Trimester 2,0,1,1,0,0,0,0,0,0,0,1,0,1
38127552,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38127579,Trimester 2,0,1,1,0,0,0,0,0,0,0,0,0,0
38127643,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38127655,Trimester 2,0,2,0,0,0,0,1,0,0,0,1,0,1
38127664,Trimester 2,0,0,0,0,0,1,0,0,0,0,1,0,1
38127687,Trimester 2,0,1,0,0,0,0,0,0,1,0,1,0,1
38127711,Trimester 2,0,1,0,0,0,0,0,0,0,0,0,0,1
38127742,Trimester 2,0,1,0,0,0,0,1,1,0,0,0,0,1
